iter	RMSE
662	5.188642626e-07
663	5.041522263e-07
664	4.871986402e-07
665	4.736289099e-07
666	4.61165863e-07
667	4.55426286e-07
668	4.459347281e-07
669	4.327668404e-07
670	4.201400071e-07
671	4.080327554e-07
672	3.991065034e-07
673	3.86837867e-07
674	3.774071191e-07
675	3.659424971e-07
676	3.568206365e-07
677	3.452314562e-07
678	3.351579317e-07
679	3.261812682e-07
680	3.225638712e-07
681	3.143534935e-07
682	3.064843586e-07
683	2.977251874e-07
684	2.903541162e-07
685	2.840128037e-07
686	2.770618571e-07
687	2.705702172e-07
688	2.626177636e-07
689	2.546446611e-07
690	2.470049031e-07
691	2.396850328e-07
692	2.326721703e-07
693	2.26324116e-07
694	2.202280988e-07
695	2.143741901e-07
696	2.087528938e-07
697	2.03355129e-07
698	1.982729802e-07
699	1.933548268e-07
700	1.885954579e-07
701	1.839898586e-07
702	1.795332019e-07
703	1.752208362e-07
704	1.710482829e-07
705	1.670112233e-07
706	1.631054963e-07
707	1.593270896e-07
708	1.555080928e-07
709	1.513669699e-07
710	1.469264738e-07
711	1.419385005e-07
712	1.375736505e-07
713	1.334482201e-07
714	1.293778128e-07
715	1.251313249e-07
716	1.21430014e-07
717	1.176195813e-07
718	1.151005647e-07
719	1.123174886e-07
720	1.099507487e-07
721	1.067397395e-07
722	1.038901066e-07
723	1.016388305e-07
724	9.910516464e-08
725	9.608577402e-08
726	9.411140429e-08
727	9.204300592e-08
728	8.936249727e-08
729	8.707994494e-08
730	8.488763246e-08
731	8.386681704e-08
732	8.174145192e-08
733	7.874171526e-08
734	7.64866246e-08
735	7.453806182e-08
736	7.369596785e-08
737	7.291205582e-08
738	7.097144183e-08
739	6.925402536e-08
740	6.748357078e-08
741	6.578262925e-08
742	6.414861718e-08
743	6.257905465e-08
744	6.143940101e-08
745	5.959006502e-08
746	5.806493886e-08
747	5.726899269e-08
748	5.654042978e-08
749	5.592194669e-08
750	5.453483958e-08
751	5.320227773e-08
752	5.172694142e-08
753	5.009017998e-08
754	4.872863239e-08
755	4.776548535e-08
756	4.671169174e-08
757	4.551368277e-08
758	4.441540897e-08
759	4.329638488e-08
760	4.185844208e-08
761	4.071526292e-08
762	3.971593956e-08
763	3.877215995e-08
764	3.749471329e-08
765	3.661256835e-08
766	3.541858017e-08
767	3.428152113e-08
768	3.335484124e-08
769	3.257683489e-08
770	3.177910986e-08
771	3.120952095e-08
772	3.023023671e-08
773	2.952814456e-08
774	2.862032147e-08
775	2.775883936e-08
776	2.712048453e-08
777	2.63211499e-08
778	2.538996534e-08
779	2.474263426e-08
780	2.406002885e-08
781	2.336214755e-08
782	2.269447627e-08
783	2.208827873e-08
784	2.151544667e-08
785	2.078258435e-08
786	2.025566516e-08
787	1.964984392e-08
788	1.909046813e-08
789	1.862576724e-08
790	1.808550062e-08
791	1.787015756e-08
792	1.727122679e-08
793	1.668724718e-08
794	1.648721607e-08
795	1.629875331e-08
796	1.578059971e-08
797	1.561066897e-08
798	1.54444487e-08
799	1.494419979e-08
800	1.458753254e-08
801	1.44535944e-08
802	1.421386242e-08
803	1.392305897e-08
804	1.352707722e-08
805	1.311230244e-08
806	1.290294041e-08
807	1.270461635e-08
808	1.237945195e-08
809	1.204228989e-08
810	1.181222316e-08
811	1.159353788e-08
812	1.140250754e-08
813	1.11172242e-08
814	1.101000932e-08
815	1.068335662e-08
816	1.041310642e-08
817	1.032893051e-08
818	1.021900781e-08
819	9.955185035e-09
820	9.73015404e-09
821	9.533577921e-09
822	9.260366262e-09
823	9.032843578e-09
824	8.885191431e-09
825	8.817926158e-09
826	8.570208438e-09
827	8.332175197e-09
828	8.145127681e-09
829	8.062749679e-09
830	7.8600462e-09
831	7.614850622e-09
832	7.383283614e-09
833	7.31218848e-09
834	7.138970998e-09
835	7.009081313e-09
836	6.817091031e-09
837	6.645756621e-09
838	6.448568808e-09
839	6.285066972e-09
840	6.129745863e-09
841	5.951942134e-09
842	5.820832008e-09
843	5.706852756e-09
844	5.550538263e-09
845	5.400900683e-09
846	5.261317957e-09
847	5.127616033e-09
848	5.007822846e-09
849	4.882305108e-09
850	4.761786811e-09
851	4.663972727e-09
852	4.540584181e-09
853	4.433482336e-09
854	4.333347712e-09
855	4.220112096e-09
856	4.116218397e-09
857	4.010610016e-09
858	3.912835147e-09
859	3.846137023e-09
860	3.766399321e-09
861	3.675814306e-09
862	3.614026983e-09
863	3.546649524e-09
864	3.462540731e-09
865	3.369997548e-09
866	3.273283351e-09
867	3.180682278e-09
868	3.084722451e-09
869	2.999364817e-09
870	2.9466127e-09
871	2.87100214e-09
872	2.821356217e-09
873	2.767641903e-09
874	2.7261277e-09
875	2.686727532e-09
876	2.597084989e-09
877	2.530983076e-09
878	2.488580171e-09
879	2.433985765e-09
880	2.362724744e-09
881	2.28543355e-09
882	2.228122741e-09
883	2.173048662e-09
884	2.134874275e-09
885	2.098246367e-09
886	2.052823492e-09
887	2.002379915e-09
888	1.956729679e-09
889	1.912969586e-09
890	1.859226233e-09
891	1.814637381e-09
892	1.76668052e-09
893	1.720660533e-09
894	1.679133972e-09
895	1.641802232e-09
896	1.606169608e-09
897	1.565055293e-09
898	1.521417342e-09
899	1.480893222e-09
900	1.442432229e-09
901	1.412663898e-09
902	1.386552288e-09
903	1.343737724e-09
904	1.316409839e-09
905	1.289371953e-09
906	1.256810263e-09
907	1.226731928e-09
908	1.18938506e-09
909	1.164101014e-09
910	1.145219284e-09
911	1.127140275e-09
912	1.106290034e-09
913	1.067028705e-09
914	1.037663647e-09
915	1.009323159e-09
916	9.822269478e-10
917	9.557980996e-10
918	9.380646334e-10
919	9.049790685e-10
920	8.803115153e-10
921	8.565034827e-10
922	8.335262894e-10
923	8.14626042e-10
924	7.965931013e-10
925	7.727180174e-10
926	7.514286843e-10
927	7.364446981e-10
928	7.22879678e-10
929	7.09777948e-10
930	6.870750018e-10
931	6.682732461e-10
932	6.485279482e-10
933	6.368095697e-10
934	6.220768337e-10
935	6.027150933e-10
936	5.922016087e-10
937	5.741781865e-10
938	5.589253947e-10
939	5.438208761e-10
940	5.299538612e-10
941	5.166454739e-10
942	5.024467693e-10
943	4.901619836e-10
944	4.779441182e-10
945	4.662654784e-10
946	4.558668331e-10
947	4.439952256e-10
948	4.333046426e-10
949	4.227557951e-10
950	4.127140906e-10
951	4.03151741e-10
952	3.936347088e-10
953	3.847133319e-10
954	3.762120391e-10
955	3.675546489e-10
956	3.584187922e-10
957	3.485461675e-10
958	3.409797892e-10
959	3.328438228e-10
960	3.243931679e-10
961	3.160775853e-10
962	3.082102891e-10
963	3.007703575e-10
964	2.940130454e-10
965	2.876450508e-10
966	2.83454937e-10
967	2.758706543e-10
968	2.720104198e-10
969	2.648988439e-10
970	2.589556069e-10
971	2.513978565e-10
972	2.443996304e-10
973	2.374284376e-10
974	2.307645679e-10
975	2.247852875e-10
976	2.185119873e-10
977	2.123507356e-10
978	2.064590674e-10
979	2.008253967e-10
980	1.984254755e-10
981	1.928069723e-10
982	1.897528262e-10
983	1.846067546e-10
984	1.796854242e-10
985	1.752391519e-10
986	1.702629168e-10
987	1.684339095e-10
988	1.656775329e-10
989	1.631313673e-10
990	1.608384505e-10
991	1.564986752e-10
992	1.526229446e-10
993	1.485741505e-10
994	1.443487763e-10
995	1.403718327e-10
996	1.364642729e-10
997	1.329320253e-10
998	1.294471078e-10
999	1.257438792e-10
